DT,Open,High,Low,Close,Volume,Date
2018-10-11T04:00:00.000Z,98.34,98.54,97.76,98.15,50968996,20181011000000000
2018-10-12T04:00:00.000Z,97.19,98.07,96.94,97.29,51484253,20181012000000000
2018-10-15T04:00:00.000Z,96.43,97.12,96.04,96.35,46840236,20181015000000000
2018-10-16T04:00:00.000Z,95.69,96.55,95.69,96.17,53178106,20181016000000000
2018-10-17T04:00:00.000Z,95.41,96.1,95.13,95.84,38106953,20181017000000000
2018-10-18T04:00:00.000Z,96.68,97.09,96.13,96.76,35917956,20181018000000000
2018-10-19T04:00:00.000Z,96.18,96.26,96.1,96.2,56141413,20181019000000000
2018-10-22T04:00:00.000Z,97.27,97.37,96.34,97.13,52336374,20181022000000000
2018-10-23T04:00:00.000Z,97.38,97.63,97.03,97.32,42815344,20181023000000000
2018-10-24T04:00:00.000Z,96.99,97.87,96.8,97.35,47910814,20181024000000000
2018-10-25T04:00:00.000Z,97.97,98.14,97.09,97.87,53097933,20181025000000000
2018-10-26T04:00:00.000Z,97.8,97.84,97.09,97.8,46706531,20181026000000000
2018-10-29T04:00:00.000Z,98.44,98.44,97.68,97.95,35815407,20181029000000000
2018-10-30T04:00:00.000Z,98.52,98.57,98.18,98.34,44835957,20181030000000000
2018-10-31T04:00:00.000Z,99.76,99.95,99.18,99.28,63483647,20181031000000000
2018-11-01T04:00:00.000Z,99.35,100.16,98.82,99.86,35546167,20181101000000000
2018-11-02T04:00:00.000Z,99.76,101.43,99.76,100.14,52941461,20181102000000000
2018-11-05T05:00:00.000Z,100.31,100.4,99.24,100.1,45415596,20181105000000000
2018-11-06T05:00:00.000Z,99.57,100.07,98.46,99.3,39308358,20181106000000000
2018-11-07T05:00:00.000Z,98.55,99.19,98.44,99.08,46725452,20181107000000000
2018-11-08T05:00:00.000Z,98.09,99.01,97.93,98.16,45356725,20181108000000000
2018-11-09T05:00:00.000Z,97.42,97.79,97.16,97.49,38437663,20181109000000000
2018-11-12T05:00:00.000Z,98.7,98.7,97.69,98.3,36082263,20181112000000000
2018-11-13T05:00:00.000Z,98.14,99.03,97.78,98.14,62332763,20181113000000000
2018-11-14T05:00:00.000Z,99.33,99.52,98.52,99.12,35603092,20181114000000000
2018-11-15T05:00:00.000Z,99.41,100.32,99.41,99.64,60303058,20181115000000000
2018-11-16T05:00:00.000Z,100.57,100.81,99.98,100.38,39633667,20181116000000000
2018-11-19T05:00:00.000Z,99.96,100.46,99.74,99.94,39316084,20181119000000000
2018-11-20T05:00:00.000Z,99.63,99.81,98.81,99.63,73544243,20181120000000000
2018-11-21T05:00:00.000Z,100.91,100.95,100.08,100.4,43479985,20181121000000000
2018-11-23T05:00:00.000Z,100,101.01,99.76,100.83,41996165,20181123000000000
2018-11-26T05:00:00.000Z,100.62,100.71,99.5,100.45,50215124,20181126000000000
2018-11-27T05:00:00.000Z,100.09,100.55,99.9,100.17,49021647,20181127000000000
2018-11-28T05:00:00.000Z,100.19,100.95,99.57,100.45,61295992,20181128000000000
2018-11-29T05:00:00.000Z,100.9,101.21,100.3,100.47,34389289,20181129000000000
2018-11-30T05:00:00.000Z,99.4,100.29,98.96,99.99,58392495,20181130000000000
2018-12-03T05:00:00.000Z,100.8,100.92,99.95,100.14,46390007,20181203000000000
2018-12-04T05:00:00.000Z,100.29,101.45,99.88,100.08,43749988,20181204000000000
2018-12-06T05:00:00.000Z,101.02,101.96,100.42,100.96,47107019,20181206000000000
2018-12-07T05:00:00.000Z,101.69,102.25,100.75,101.47,48983324,20181207000000000
2018-12-10T05:00:00.000Z,101.59,101.65,101.09,101.65,68278403,20181210000000000
2018-12-11T05:00:00.000Z,101.25,101.44,100.84,100.93,52028639,20181211000000000
2018-12-12T05:00:00.000Z,102.1,102.21,101.17,101.82,27369998,20181212000000000
2018-12-13T05:00:00.000Z,101.78,102.13,101.5,101.93,53701468,20181213000000000
2018-12-14T05:00:00.000Z,102.81,103.47,102.19,102.65,53733177,20181214000000000
2018-12-17T05:00:00.000Z,101.93,102.69,101.56,102.62,33839946,20181217000000000
2018-12-18T05:00:00.000Z,102.7,103.52,102.19,102.57,42825779,20181218000000000
2018-12-19T05:00:00.000Z,101.55,102.08,100.95,101.82,54757791,20181219000000000
2018-12-20T05:00:00.000Z,101.14,101.85,101.08,101.37,29208931,20181220000000000
2018-12-21T05:00:00.000Z,100.98,101.43,100.98,101.39,45476006,20181221000000000
2018-12-24T05:00:00.000Z,101.3,101.84,101.22,101.37,58577238,20181224000000000
2018-12-26T05:00:00.000Z,100.8,101.34,100.51,100.51,44426399,20181226000000000
2018-12-27T05:00:00.000Z,100.3,101.13,99.9,101.13,69614220,20181227000000000
2018-12-28T05:00:00.000Z,101.96,102.55,101.6,101.68,30817778,20181228000000000
2018-12-31T05:00:00.000Z,100.7,101.68,100.61,101.12,56098375,20181231000000000
2019-01-02T05:00:00.000Z,101.13,101.48,100.46,100.71,30286807,20190102000000000
2019-01-03T05:00:00.000Z,100.79,101.16,100.67,100.94,39585757,20190103000000000
2019-01-04T05:00:00.000Z,101.63,102.05,100.95,101.65,51425276,20190104000000000
2019-01-07T05:00:00.000Z,101.99,102.15,101.13,101.86,37373181,20190107000000000
2019-01-08T05:00:00.000Z,101.89,102.57,101.74,102.57,51782187,20190108000000000
2019-01-09T05:00:00.000Z,102.91,103.51,102.33,103.05,54406375,20190109000000000
2019-01-10T05:00:00.000Z,102.49,103.23,102.21,102.72,64492215,20190110000000000
2019-01-11T05:00:00.000Z,103.27,103.88,102.27,102.66,53402916,20190111000000000
2019-01-14T05:00:00.000Z,103.32,104.12,103.27,103.35,54233004,20190114000000000
2019-01-15T05:00:00.000Z,103.41,103.73,102.77,102.91,64263054,20190115000000000
2019-01-16T05:00:00.000Z,102.9,103.22,101.98,103.22,40041300,20190116000000000
2019-01-17T05:00:00.000Z,104.22,104.49,103.62,103.75,35832978,20190117000000000
2019-01-18T05:00:00.000Z,104.09,104.64,103.35,104.42,55341132,20190118000000000
2019-01-22T05:00:00.000Z,104.9,105.62,104.58,105.23,46026217,20190122000000000
2019-01-23T05:00:00.000Z,104.69,105.89,104.55,105.55,53535807,20190123000000000
2019-01-24T05:00:00.000Z,105.15,105.68,104.64,105.07,57285410,20190124000000000
2019-01-25T05:00:00.000Z,104.3,104.73,103.96,104.32,71776445,20190125000000000
2019-01-28T05:00:00.000Z,103.29,103.6,102.49,103.36,54551975,20190128000000000
2019-01-29T05:00:00.000Z,103.8,104.13,102.71,103.39,50846698,20190129000000000
2019-01-30T05:00:00.000Z,102.6,103.49,102.05,103.13,52780124,20190130000000000
2019-01-31T05:00:00.000Z,103.5,104.29,103.36,103.59,43276257,20190131000000000
2019-02-01T05:00:00.000Z,104.22,104.54,103.33,104.01,43971793,20190201000000000
2019-02-04T05:00:00.000Z,105,105.61,104.44,104.95,36679282,20190204000000000
2019-02-05T05:00:00.000Z,105.64,106.28,105.33,105.59,48097147,20190205000000000
2019-02-06T05:00:00.000Z,104.67,106.14,104.67,106.04,45309424,20190206000000000
2019-02-07T05:00:00.000Z,106.62,106.92,105.47,106.92,50170902,20190207000000000
2019-02-08T05:00:00.000Z,106.08,107.14,105.79,105.93,45056537,20190208000000000
2019-02-11T05:00:00.000Z,104.37,105.5,104.24,105.41,50183493,20190211000000000
2019-02-12T05:00:00.000Z,104.83,104.83,104.45,104.59,42954778,20190212000000000
2019-02-13T05:00:00.000Z,104.49,104.96,103.76,103.95,35198667,20190213000000000
2019-02-14T05:00:00.000Z,103.78,103.84,102.9,103.44,24785275,20190214000000000
2019-02-15T05:00:00.000Z,101.54,103.15,101.54,102.59,60667797,20190215000000000
2019-02-19T05:00:00.000Z,102.7,102.75,102.16,102.29,44532702,20190219000000000
2019-02-20T05:00:00.000Z,102.52,103.04,102.52,102.75,45197255,20190220000000000
2019-02-21T05:00:00.000Z,104.3,104.65,103.39,103.39,34221926,20190221000000000
2019-02-22T05:00:00.000Z,104.34,104.34,102.99,104.34,46633833,20190222000000000
2019-02-25T05:00:00.000Z,104.35,105.2,104,104.8,45150203,20190225000000000
2019-02-26T05:00:00.000Z,105.02,106.11,104.88,104.97,37387656,20190226000000000
2019-02-27T05:00:00.000Z,104.15,105.06,103.77,104.79,38807041,20190227000000000
2019-02-28T05:00:00.000Z,103.93,104.27,103.84,104.08,46090582,20190228000000000
2019-03-01T05:00:00.000Z,105.46,106.32,104.82,104.92,42874029,20190301000000000
2019-03-04T05:00:00.000Z,104.28,104.88,103.89,104.52,52490319,20190304000000000
2019-03-05T05:00:00.000Z,104.98,105.3,104.53,104.63,45299288,20190305000000000
2019-03-06T05:00:00.000Z,104.89,105.54,104.17,104.78,32122536,20190306000000000
2019-03-07T05:00:00.000Z,103.79,104.66,103.47,104.02,41894050,20190307000000000
2019-03-08T05:00:00.000Z,103.4,103.81,102.96,103.5,44184016,20190308000000000
2019-03-11T04:00:00.000Z,102.73,102.99,101.63,102.52,42638736,20190311000000000
2019-03-12T04:00:00.000Z,101.87,102.51,101.75,102.03,68725896,20190312000000000
2019-03-13T04:00:00.000Z,103.18,103.25,102.27,102.76,31935977,20190313000000000
2019-03-14T04:00:00.000Z,102.52,102.82,101.97,102.14,62584741,20190314000000000
2019-03-15T04:00:00.000Z,101.22,101.74,100.95,101.58,54045601,20190315000000000
2019-03-18T04:00:00.000Z,102.34,102.58,102.09,102.25,34273013,20190318000000000
2019-03-19T04:00:00.000Z,103.29,103.38,101.86,102.58,51339634,20190319000000000
2019-03-20T04:00:00.000Z,103.53,104.35,103.1,103.21,56256949,20190320000000000
2019-03-21T04:00:00.000Z,103.65,103.65,102.49,102.61,37649415,20190321000000000
2019-03-22T04:00:00.000Z,102.78,103.07,102.11,102.54,53315729,20190322000000000
2019-03-25T04:00:00.000Z,104.03,104.29,103.22,103.22,51999612,20190325000000000
2019-03-26T04:00:00.000Z,103.53,103.67,102.65,102.86,44328682,20190326000000000
2019-03-27T04:00:00.000Z,101.49,102.27,101.25,101.95,30443082,20190327000000000
2019-03-28T04:00:00.000Z,101.54,102.82,101.19,102.44,57961096,20190328000000000
2019-03-29T04:00:00.000Z,101.4,102.09,101.06,102.09,45431370,20190329000000000
2019-04-01T04:00:00.000Z,102.17,102.73,101.32,102.73,37702421,20190401000000000
2019-04-02T04:00:00.000Z,101.99,102.31,101.72,102.24,64436160,20190402000000000
2019-04-03T04:00:00.000Z,103.2,103.95,102.91,102.91,43842984,20190403000000000
2019-04-04T04:00:00.000Z,102.27,103.01,102.21,102.71,48946466,20190404000000000
2019-04-05T04:00:00.000Z,103.53,103.85,102.36,102.62,50644315,20190405000000000
2019-04-08T04:00:00.000Z,104.31,104.44,103.16,103.23,33631426,20190408000000000
2019-04-09T04:00:00.000Z,103.17,103.59,102.13,102.8,34536630,20190409000000000
2019-04-10T04:00:00.000Z,103.77,104.19,103.03,103.72,42839128,20190410000000000
2019-04-11T04:00:00.000Z,104.9,105.1,103.96,104.54,38866228,20190411000000000
2019-04-12T04:00:00.000Z,103.06,104.18,102.89,103.64,47278611,20190412000000000
2019-04-15T04:00:00.000Z,102.86,103.08,102.42,102.7,50585873,20190415000000000
2019-04-16T04:00:00.000Z,102.26,102.91,102.17,102.85,47146208,20190416000000000
2019-04-17T04:00:00.000Z,102.83,103.86,102.35,103.53,48784155,20190417000000000
2019-04-18T04:00:00.000Z,102.64,102.78,102.03,102.78,39046385,20190418000000000
2019-04-22T04:00:00.000Z,103.33,104.21,103.04,103.47,52131097,20190422000000000
2019-04-23T04:00:00.000Z,102.59,103.16,101.78,103.16,34413608,20190423000000000
2019-04-24T04:00:00.000Z,102.87,103.07,102.39,102.53,39633611,20190424000000000
2019-04-25T04:00:00.000Z,102.32,103.46,102.19,103.35,57672321,20190425000000000
2019-04-26T04:00:00.000Z,103.23,103.23,102.05,103.06,41309556,20190426000000000
2019-04-29T04:00:00.000Z,103.24,103.56,103.06,103.41,50369687,20190429000000000
2019-04-30T04:00:00.000Z,103.7,104.28,103.45,103.65,47236114,20190430000000000
2019-05-01T04:00:00.000Z,104.03,104.1,103.08,103.21,50009939,20190501000000000
2019-05-02T04:00:00.000Z,103.54,103.8,102.83,103.72,58906999,20190502000000000
2019-05-03T04:00:00.000Z,103.54,104.49,103.42,104.12,49670001,20190503000000000
2019-05-06T04:00:00.000Z,102.83,104.03,102.48,103.54,28178504,20190506000000000
2019-05-07T04:00:00.000Z,104.15,104.37,103.81,104.03,55515851,20190507000000000
2019-05-08T04:00:00.000Z,105.38,105.38,104.45,104.85,33983813,20190508000000000
2019-05-09T04:00:00.000Z,104.97,106.13,104.97,105.77,42011423,20190509000000000
2019-05-10T04:00:00.000Z,105.21,105.58,104.41,105.05,64722841,20190510000000000
2019-05-13T04:00:00.000Z,105.61,106.62,104.78,105.49,37951161,20190513000000000
2019-05-14T04:00:00.000Z,104.56,105.7,104.11,105.11,45738281,20190514000000000
2019-05-15T04:00:00.000Z,105.25,105.58,104.04,105.36,45229151,20190515000000000
2019-05-16T04:00:00.000Z,105.4,106.39,105.16,105.41,44513239,20190516000000000
2019-05-17T04:00:00.000Z,104.95,105.06,104.31,104.93,40377082,20190517000000000
2019-05-20T04:00:00.000Z,104.16,104.89,104,104.07,37104209,20190520000000000
2019-05-21T04:00:00.000Z,102.81,103.51,102.2,103.22,41859369,20190521000000000
2019-05-22T04:00:00.000Z,101.98,103.41,101.98,103.32,62910246,20190522000000000
2019-05-23T04:00:00.000Z,102.77,103.04,102.12,102.87,54222234,20190523000000000
2019-05-24T04:00:00.000Z,104.79,105.29,103.75,103.75,49626357,20190524000000000
2019-05-28T04:00:00.000Z,104.29,104.6,103.9,104.35,32548633,20190528000000000
2019-05-29T04:00:00.000Z,104.45,104.67,103.74,104.13,42793473,20190529000000000
2019-05-30T04:00:00.000Z,103.99,104.91,103.84,104.62,44543468,20190530000000000
2019-05-31T04:00:00.000Z,104.68,104.79,103.42,104.58,51654615,20190531000000000
2019-06-03T04:00:00.000Z,103.96,104.62,103.27,104.42,61823955,20190603000000000
2019-06-04T04:00:00.000Z,103.39,104.97,103.27,104.37,41922413,20190604000000000
2019-06-05T04:00:00.000Z,105.72,105.81,104.66,105.2,43490469,20190605000000000
2019-06-06T04:00:00.000Z,104.51,105.62,104.34,104.82,46481712,20190606000000000
2019-06-07T04:00:00.000Z,105.45,105.82,105.15,105.68,48675047,20190607000000000
2019-06-10T04:00:00.000Z,107.25,107.59,106.17,106.52,39376427,20190610000000000
2019-06-11T04:00:00.000Z,107.21,107.49,106.29,106.52,43874089,20190611000000000
2019-06-12T04:00:00.000Z,107.36,108.04,106.47,106.47,47488298,20190612000000000
2019-06-13T04:00:00.000Z,107.11,107.66,106.23,107.04,32144436,20190613000000000
2019-06-14T04:00:00.000Z,107.7,107.8,106.72,107.28,54555292,20190614000000000
2019-06-17T04:00:00.000Z,106.88,107.35,106.84,106.95,52033100,20190617000000000
2019-06-18T04:00:00.000Z,106.64,107.32,105.88,106.6,56326579,20190618000000000
2019-06-19T04:00:00.000Z,105.59,106.06,105.42,105.98,37568585,20190619000000000
2019-06-20T04:00:00.000Z,105.52,105.69,104.75,105.01,37541194,20190620000000000
2019-06-21T04:00:00.000Z,104.96,106.09,104.96,105.73,47836593,20190621000000000
2019-06-24T04:00:00.000Z,106.22,106.54,105.9,105.97,46333586,20190624000000000
2019-06-25T04:00:00.000Z,105.99,106.52,105.54,105.97,44424410,20190625000000000
2019-06-26T04:00:00.000Z,105.97,106.48,105.63,105.75,34048468,20190626000000000
2019-06-27T04:00:00.000Z,106.6,106.85,106.36,106.43,40454557,20190627000000000
2019-06-28T04:00:00.000Z,106.54,107,105.73,106.01,42945802,20190628000000000
2019-07-01T04:00:00.000Z,105.38,105.76,105.06,105.37,41208558,20190701000000000
2019-07-02T04:00:00.000Z,106.05,106.19,104.97,105.6,49472844,20190702000000000
2019-07-03T04:00:00.000Z,105.03,105.55,103.63,104.87,42441085,20190703000000000
2019-07-05T04:00:00.000Z,105.07,105.19,103.96,105.09,59855726,20190705000000000
2019-07-08T04:00:00.000Z,105.38,105.52,104.62,104.81,48395819,20190708000000000
2019-07-09T04:00:00.000Z,104.26,105.13,103.92,105.05,42529513,20190709000000000
2019-07-10T04:00:00.000Z,105.86,107.4,105.75,105.92,63992443,20190710000000000
2019-07-11T04:00:00.000Z,106.58,106.82,106.07,106.78,36534678,20190711000000000
2019-07-12T04:00:00.000Z,107.8,107.91,106.69,106.8,50746570,20190712000000000
2019-07-15T04:00:00.000Z,106.23,107.55,106.23,106.32,53313302,20190715000000000
2019-07-16T04:00:00.000Z,107.55,107.77,107.05,107.14,40525581,20190716000000000
2019-07-17T04:00:00.000Z,107.69,107.82,106.32,107.54,53539287,20190717000000000
2019-07-18T04:00:00.000Z,107.15,107.7,106.75,107.51,49907894,20190718000000000
2019-07-19T04:00:00.000Z,108.06,108.06,106.55,107.11,51165283,20190719000000000
2019-07-22T04:00:00.000Z,107.95,108.04,107.29,107.38,36685786,20190722000000000
2019-07-23T04:00:00.000Z,107.76,108.52,107.31,107.86,61289914,20190723000000000
2019-07-24T04:00:00.000Z,107.02,107.33,105.91,107.08,63769448,20190724000000000
2019-07-25T04:00:00.000Z,107.47,107.83,107.04,107.48,37897444,20190725000000000
2019-07-26T04:00:00.000Z,108.07,108.35,107.47,107.58,25699848,20190726000000000
2019-07-29T04:00:00.000Z,108.24,109.16,108.02,108.14,29710742,20190729000000000
2019-07-30T04:00:00.000Z,107.85,108.64,107.27,107.65,35721235,20190730000000000
2019-07-31T04:00:00.000Z,107.38,108.34,107.23,107.23,49927703,20190731000000000
2019-08-01T04:00:00.000Z,107.69,107.91,106.95,107.58,52647636,20190801000000000
2019-08-02T04:00:00.000Z,107.26,108.49,107.18,108.22,38612919,20190802000000000
2019-08-05T04:00:00.000Z,109.49,109.55,109.04,109.11,35350352,20190805000000000
2019-08-06T04:00:00.000Z,109.29,109.87,109.02,109.62,45820777,20190806000000000
2019-08-07T04:00:00.000Z,110.28,110.46,110.02,110.4,41750253,20190807000000000
2019-08-08T04:00:00.000Z,112.6,112.82,111.2,111.33,46988653,20190808000000000
2019-08-09T04:00:00.000Z,111.34,112.37,110.52,111.01,52221783,20190809000000000
2019-08-12T04:00:00.000Z,110.83,111.42,110.44,110.44,55576288,20190812000000000
2019-08-13T04:00:00.000Z,110.57,111.5,110.15,110.6,67274198,20190813000000000
2019-08-14T04:00:00.000Z,109.41,109.8,109,109.74,47882723,20190814000000000
2019-08-15T04:00:00.000Z,109,110.21,108.66,108.78,48095951,20190815000000000
2019-08-16T04:00:00.000Z,108.74,109.53,108.34,109.16,48585361,20190816000000000
2019-08-19T04:00:00.000Z,109.15,109.15,108.15,108.41,45076582,20190819000000000
2019-08-20T04:00:00.000Z,107.01,107.66,106.72,107.59,44278361,20190820000000000
2019-08-21T04:00:00.000Z,107.67,108.14,106.84,107.79,29042487,20190821000000000
2019-08-22T04:00:00.000Z,108.6,109.32,108.11,108.24,48058228,20190822000000000
2019-08-23T04:00:00.000Z,109.18,109.43,108.19,108.75,49189801,20190823000000000
2019-08-26T04:00:00.000Z,108.7,108.8,108.19,108.23,44364534,20190826000000000
2019-08-27T04:00:00.000Z,106.91,108.04,106.7,107.96,50139277,20190827000000000
2019-08-28T04:00:00.000Z,108.04,108.15,106.86,107.27,62267218,20190828000000000
2019-08-29T04:00:00.000Z,107.12,107.6,106.37,107.6,46845878,20190829000000000
2019-08-30T04:00:00.000Z,108.44,108.93,108.16,108.26,24714299,20190830000000000
2019-09-03T04:00:00.000Z,108.37,108.57,108.03,108.2,56904951,20190903000000000
2019-09-04T04:00:00.000Z,108.29,108.56,107.36,107.87,50745670,20190904000000000
2019-09-05T04:00:00.000Z,107.3,107.4,106.84,107.22,38308898,20190905000000000
2019-09-06T04:00:00.000Z,106.36,106.74,106.27,106.55,47888504,20190906000000000
2019-09-09T04:00:00.000Z,107.07,107.25,105.79,106.55,46341017,20190909000000000
2019-09-10T04:00:00.000Z,105.8,105.84,105.54,105.56,42599083,20190910000000000
2019-09-11T04:00:00.000Z,105.3,105.66,104.74,105.01,31076215,20190911000000000
2019-09-12T04:00:00.000Z,104.92,104.92,103.85,104.92,36278551,20190912000000000
2019-09-13T04:00:00.000Z,105.55,105.55,104.38,105.07,51241429,20190913000000000
2019-09-16T04:00:00.000Z,104.69,105.52,104.69,105.35,63069631,20190916000000000
2019-09-17T04:00:00.000Z,106.3,106.57,105.21,106.02,43800880,20190917000000000
2019-09-18T04:00:00.000Z,104.24,105.48,104.06,105.07,56450649,20190918000000000
2019-09-19T04:00:00.000Z,104.15,104.92,104.01,104.14,58895571,20190919000000000
2019-09-20T04:00:00.000Z,102.56,103.55,102.49,103.5,44869863,20190920000000000
2019-09-23T04:00:00.000Z,102.59,103.44,102.59,103.44,51594396,20190923000000000
2019-09-24T04:00:00.000Z,102.56,102.64,102.42,102.59,54089325,20190924000000000
2019-09-25T04:00:00.000Z,103.49,103.97,103.01,103.55,55117929,20190925000000000
2019-09-26T04:00:00.000Z,103.01,103.69,102.49,103.13,51201336,20190926000000000
2019-09-27T04:00:00.000Z,104.88,105.11,103.95,104.11,48193472,20190927000000000
2019-09-30T04:00:00.000Z,104.43,105.03,103.33,104.59,41222981,20190930000000000
2019-10-01T04:00:00.000Z,104.15,104.2,103.68,103.8,60184045,20191001000000000
2019-10-02T04:00:00.000Z,104.72,104.77,103.9,104.27,55823337,20191002000000000
2019-10-03T04:00:00.000Z,103.34,104.2,103.34,103.56,19342382,20191003000000000
2019-10-04T04:00:00.000Z,102.32,103.07,102.23,102.69,60218783,20191004000000000
2019-10-07T04:00:00.000Z,103.72,104.23,103.5,103.5,52153256,20191007000000000
2019-10-08T04:00:00.000Z,102.98,103.28,101.96,102.88,33465038,20191008000000000
2019-10-09T04:00:00.000Z,103.41,103.64,102.94,103.29,55613153,20191009000000000
2019-10-10T04:00:00.000Z,104.54,105.16,103.86,103.96,51050246,20191010000000000
2019-10-11T04:00:00.000Z,103.2,103.52,102.93,103.17,56520301,20191011000000000
2019-10-14T04:00:00.000Z,103.57,104.08,102.63,103.89,33334244,20191014000000000
2019-10-15T04:00:00.000Z,104.23,105.25,104.11,104.21,30018784,20191015000000000
2019-10-16T04:00:00.000Z,104.5,105.01,103.94,104.78,49961083,20191016000000000
2019-10-17T04:00:00.000Z,104.35,104.47,103.87,104.03,45908618,20191017000000000
2019-10-18T04:00:00.000Z,104.33,104.85,104,104.38,49275432,20191018000000000
2019-10-21T04:00:00.000Z,103.53,104.44,103.17,103.59,61528271,20191021000000000
2019-10-22T04:00:00.000Z,102.04,102.98,101.59,102.7,44711074,20191022000000000
2019-10-23T04:00:00.000Z,102.45,103.08,102.19,102.71,17356123,20191023000000000
2019-10-24T04:00:00.000Z,102.97,103.2,102.23,103.12,25182438,20191024000000000
2019-10-25T04:00:00.000Z,103.84,104.59,103.08,103.36,30342422,20191025000000000
2019-10-28T04:00:00.000Z,104.11,104.67,104.08,104.17,59933396,20191028000000000
